"id","model","year","transmission","mileage","fueltype","tax","mpg","engineSize"
13829,"Fiesta",2019,"Manual",16334,"Petrol",145,60.1,1
13360,"S-MAX",2017,"Semi-Auto",20257,"Diesel",125,52.3,2
17402,"Mondeo",2016,"Manual",50432,"Diesel",0,78.5,1.5
9819,"Focus",2019,"Manual",9125,"Petrol",150,34.5,2.3
7059,"Fiesta",2016,"Manual",29747,"Petrol",125,54.3,1.2
4111,"Kuga",2017,"Manual",44106,"Diesel",125,60.1,2
7605,"Fiesta",2013,"Manual",27413,"Petrol",0,65.7,1
6754,"Fiesta",2017,"Manual",10415,"Petrol",20,62.8,1
3301,"Focus",2017,"Manual",17904,"Diesel",0,74.3,1.5
7024,"Edge",2017,"Manual",31325,"Diesel",160,48.7,2
8994,"Focus",2018,"Manual",13535,"Petrol",145,57.7,1
3464,"Fiesta",2016,"Manual",26985,"Petrol",125,54.3,1.2
16304,"Galaxy",2016,"Manual",87180,"Diesel",125,56.5,2
12982,"Galaxy",2019,"Manual",10744,"Diesel",145,55.4,2
15514,"Fiesta",2019,"Manual",16127,"Petrol",145,60.1,1
390,"Fiesta",2016,"Manual",18912,"Petrol",0,65.7,1
9411,"Fiesta",2016,"Manual",24490,"Petrol",20,62.8,1
16331,"Fiesta",2017,"Automatic",23000,"Petrol",0,57.7,0
8359,"Kuga",2017,"Manual",13786,"Diesel",145,60.1,2
6587,"Fiesta",2018,"Manual",20591,"Petrol",145,65.7,1
10231,"Fiesta",2018,"Manual",10266,"Petrol",145,55.4,1.1
8117,"C-MAX",2017,"Semi-Auto",2248,"Diesel",150,64.2,1.5
9577,"Fiesta",2017,"Manual",21829,"Petrol",0,65.7,1
12289,"Kuga",2018,"Manual",25352,"Diesel",145,64.2,1.5
14138,"Focus",2015,"Manual",48542,"Diesel",20,67.3,2
13835,"Fiesta",2010,"Manual",73000,"Petrol",145,48.7,1.4
12094,"Fiesta",2019,"Manual",1058,"Petrol",145,58.9,1
14141,"Focus",2016,"Manual",22333,"Diesel",0,74.3,1.5
4231,"Focus",2017,"Manual",22945,"Petrol",145,61.4,1
785,"Focus",2017,"Manual",15417,"Diesel",0,74.3,1.5
7703,"Fiesta",2018,"Manual",6984,"Petrol",145,65.7,1
13563,"Fiesta",2013,"Manual",59650,"Petrol",0,65.7,1
10184,"Focus",2016,"Semi-Auto",2903,"Petrol",160,44.8,1.6
14103,"Focus",2015,"Manual",69000,"Diesel",0,74.3,1.5
2493,"B-MAX",2018,"Manual",7994,"Petrol",145,55.4,1
6405,"Fiesta",2018,"Manual",17000,"Petrol",150,65.7,1
16482,"C-MAX",2016,"Manual",13507,"Diesel",20,68.9,1.5
7726,"Focus",2017,"Manual",14176,"Petrol",145,41.5,2
2508,"Mondeo",2016,"Manual",59193,"Diesel",30,65.7,2
16721,"S-MAX",2017,"Manual",39065,"Diesel",125,56.5,2
9213,"Fiesta",2017,"Manual",21002,"Petrol",0,65.7,1
17558,"Fiesta",2019,"Manual",26401,"Petrol",150,56.5,1
10786,"Focus",2019,"Automatic",14000,"Petrol",145,51.4,1
6658,"Fiesta",2018,"Manual",15074,"Petrol",145,55.4,1
12686,"S-MAX",2019,"Manual",11704,"Diesel",145,54.3,2
8940,"Fiesta",2014,"Manual",28600,"Petrol",0,65.7,1
6476,"Fiesta",2019,"Manual",14802,"Petrol",145,65.7,1
1283,"Focus",2019,"Manual",3891,"Diesel",145,74.3,1.5
7840,"Kuga",2015,"Manual",81621,"Diesel",145,54.3,2
9813,"EcoSport",2018,"Manual",12830,"Petrol",145,54.3,1
9444,"Focus",2019,"Manual",6623,"Petrol",145,60.1,1
10086,"Galaxy",2018,"Manual",32944,"Diesel",150,56.5,2
11723,"Galaxy",2017,"Manual",33695,"Diesel",125,56.5,2
9719,"Fiesta",2019,"Manual",14839,"Petrol",145,58.9,1
17877,"Fiesta",2019,"Manual",1985,"Petrol",145,58.9,1
17355,"Fiesta",2016,"Manual",22000,"Petrol",125,54.3,1.2
8877,"Fiesta",2017,"Manual",18734,"Petrol",145,54.3,1.2
4553,"Kuga",2019,"Automatic",4903,"Diesel",145,42.2,2
15322,"Edge",2017,"Manual",19076,"Diesel",165,48.7,2
10583,"Kuga",2018,"Manual",10267,"Petrol",145,39.2,1.5
13085,"Fiesta",2018,"Manual",7555,"Petrol",145,65.7,1
5061,"Fiesta",2015,"Manual",22592,"Petrol",125,54.3,1.2
1602,"Fiesta",2013,"Manual",56725,"Petrol",0,65.7,1
4489,"Focus",2018,"Manual",18954,"Petrol",145,61.4,1
17711,"S-MAX",2017,"Automatic",14781,"Diesel",145,52.3,2
14058,"Fiesta",2017,"Manual",24429,"Petrol",145,47.9,1.6
3590,"Grand C-MAX",2017,"Manual",8121,"Petrol",145,54.3,1
11968,"Focus",2018,"Manual",7267,"Diesel",145,74.3,1.5
7552,"Focus",2017,"Manual",21263,"Petrol",20,60.1,1
1347,"Focus",2017,"Manual",24065,"Petrol",150,61.4,1
11344,"Focus",2018,"Manual",17609,"Petrol",145,60.1,1
5706,"Focus",2019,"Manual",3121,"Petrol",145,60.1,1
3186,"Kuga",2017,"Manual",14097,"Diesel",145,60.1,2
3817,"Focus",2013,"Manual",75032,"Petrol",20,58.9,1
17663,"Focus",2018,"Manual",45773,"Petrol",145,57.7,1
2578,"Tourneo Custom",2019,"Manual",6375,"Diesel",145,32.5,2
17353,"Kuga",2019,"Manual",2047,"Petrol",150,34.4,1.5
15719,"Fiesta",2016,"Manual",45000,"Petrol",0,65.7,1
1591,"EcoSport",2017,"Manual",19576,"Petrol",150,53.3,1
13049,"Focus",2016,"Automatic",10266,"Petrol",125,51.4,1
2518,"Kuga",2016,"Semi-Auto",23151,"Diesel",145,54.3,2
9880,"Focus",2018,"Automatic",15751,"Diesel",145,67.3,1.5
10532,"S-MAX",2017,"Semi-Auto",44424,"Diesel",125,52.3,2
2512,"EcoSport",2017,"Manual",21420,"Petrol",125,53.3,1
16823,"Focus",2009,"Automatic",39911,"Petrol",265,37.7,1.6
8220,"C-MAX",2017,"Manual",19608,"Diesel",20,68.9,1.5
2966,"Ka+",2017,"Manual",16702,"Petrol",145,57.7,1.2
14427,"Fiesta",2013,"Manual",39932,"Petrol",30,54.3,1.2
8936,"Fiesta",2016,"Manual",16595,"Petrol",0,65.7,1
10886,"Fiesta",2018,"Manual",21581,"Petrol",145,62.8,1
1095,"Fiesta",2014,"Manual",40946,"Petrol",0,65.7,1
10498,"C-MAX",2016,"Manual",24267,"Diesel",20,68.9,1.5
17541,"Fiesta",2017,"Manual",20221,"Petrol",0,65.7,1
8581,"Focus",2017,"Manual",24290,"Petrol",200,41.5,2
11527,"Fiesta",2018,"Manual",34312,"Petrol",145,65.7,1
1266,"Kuga",2017,"Manual",15707,"Diesel",145,64.2,1.5
8191,"Mondeo",2016,"Manual",29729,"Diesel",0,78.5,1.5
1473,"Fiesta",2016,"Manual",19062,"Petrol",125,54.3,1.2
16267,"Focus",2016,"Manual",28794,"Petrol",235,36.7,2.3
16614,"Fiesta",2017,"Manual",13197,"Petrol",145,65.7,1
9657,"Focus",2014,"Manual",57170,"Petrol",30,56.5,1
14365,"Fiesta",2018,"Manual",20528,"Petrol",145,56.5,1
6672,"Fiesta",2019,"Manual",18248,"Petrol",145,40.3,1.5
6612,"Focus",2015,"Manual",20770,"Diesel",0,74.3,1.5
1300,"EcoSport",2018,"Manual",22907,"Petrol",145,54.3,1
8283,"Kuga",2016,"Manual",7588,"Diesel",125,60.1,2
6986,"Fiesta",2018,"Manual",5433,"Petrol",145,64.2,1.1
9142,"Fiesta",2019,"Manual",12201,"Petrol",150,56.5,1
3389,"Fiesta",2018,"Manual",12052,"Petrol",145,65.7,1
8709,"Fiesta",2018,"Manual",6042,"Petrol",145,64.2,1.1
2489,"Kuga",2017,"Manual",40198,"Diesel",145,64.2,1.5
17330,"Mondeo",2017,"Automatic",36000,"Petrol",235,38.2,2
9730,"B-MAX",2015,"Manual",38602,"Diesel",20,70.6,1.6
6353,"Kuga",2019,"Manual",9306,"Diesel",145,45.6,1.5
712,"Focus",2016,"Manual",32263,"Petrol",200,41.5,2
2328,"Fiesta",2014,"Manual",29951,"Petrol",0,65.7,1
9571,"EcoSport",2019,"Manual",6770,"Diesel",145,68.9,1.5
1446,"Fiesta",2014,"Manual",35009,"Petrol",30,54.3,1.2
9065,"Kuga",2018,"Manual",1712,"Diesel",145,54.3,1.5
4122,"Fiesta",2018,"Manual",54400,"Petrol",145,64.2,1.1
11435,"Kuga",2017,"Manual",36710,"Diesel",145,64.2,1.5
16955,"Focus",2009,"Manual",75000,"Petrol",200,42.2,1.6
10207,"Fiesta",2017,"Manual",19447,"Petrol",145,65.7,1
4732,"Focus",2019,"Manual",3591,"Petrol",145,49.6,1
13799,"Focus",2017,"Manual",14554,"Diesel",145,67.3,2
17204,"C-MAX",2017,"Manual",13000,"Petrol",160,44.1,1.6
16885,"Kuga",2019,"Manual",18386,"Petrol",145,34.4,1.5
13075,"Focus",2017,"Semi-Auto",8593,"Petrol",125,51.4,1
8926,"Focus",2018,"Manual",6507,"Petrol",145,60.1,1
6142,"Fiesta",2015,"Manual",28000,"Petrol",0,65.7,1
17759,"Focus",2006,"Automatic",70730,"Petrol",260,36.7,1.6
7192,"Fiesta",2018,"Manual",15000,"Petrol",150,65.7,1
5116,"Fiesta",2017,"Semi-Auto",17983,"Petrol",150,54.3,1
14248,"Focus",2019,"Manual",1388,"Petrol",145,51.4,1.5
13894,"KA",2018,"Manual",6878,"Petrol",145,57.7,1.2
3127,"Focus",2019,"Manual",8197,"Petrol",145,49.6,1
307,"Fiesta",2016,"Manual",23053,"Petrol",125,54.3,1.2
12871,"Fiesta",2015,"Manual",28006,"Petrol",20,62.8,1
16100,"Kuga",2019,"Manual",6000,"Diesel",145,38.2,2
6777,"Fiesta",2016,"Manual",21020,"Petrol",0,65.7,1
15282,"B-MAX",2017,"Semi-Auto",36971,"Petrol",160,44.1,1.6
16373,"Grand C-MAX",2017,"Manual",23792,"Petrol",30,54.3,1
4182,"Fiesta",2018,"Manual",20531,"Petrol",145,65.7,1
5020,"Focus",2017,"Manual",21617,"Diesel",145,67.3,2
17024,"EcoSport",2019,"Manual",2657,"Petrol",145,51.4,1
12898,"Focus",2019,"Automatic",6957,"Diesel",145,64.2,2
3653,"Fiesta",2014,"Manual",40998,"Diesel",0,76.4,1.5
12122,"C-MAX",2015,"Manual",21000,"Diesel",20,68.9,1.5
46,"Kuga",2016,"Semi-Auto",41607,"Diesel",145,54.3,2
4477,"Fiesta",2017,"Manual",9705,"Petrol",145,64.2,1.1
3700,"Focus",2016,"Manual",3125,"Petrol",20,60.1,1
15292,"C-MAX",2017,"Manual",19022,"Petrol",150,44.1,1.6
5509,"Kuga",2015,"Manual",62284,"Diesel",145,54.3,2
16004,"Galaxy",2017,"Manual",33115,"Diesel",125,56.5,2
3227,"Fiesta",2018,"Manual",5829,"Petrol",145,58.9,1
1026,"Fiesta",2016,"Manual",24242,"Petrol",0,65.7,1
1291,"Focus",2017,"Manual",25950,"Diesel",0,74.3,1.5
6534,"Fiesta",2018,"Manual",20533,"Petrol",145,56.5,1
4110,"Ka+",2018,"Manual",10529,"Petrol",145,57.7,1.2
17293,"Fiesta",2018,"Automatic",32074,"Petrol",145,54.3,1
12675,"Fiesta",2019,"Manual",10969,"Petrol",145,55.4,1
9884,"Focus",2017,"Manual",17753,"Petrol",20,60.1,1
6499,"B-MAX",2015,"Manual",45578,"Diesel",20,70.6,1.6
13514,"Kuga",2016,"Manual",45298,"Diesel",145,54.3,2
2006,"EcoSport",2018,"Manual",5338,"Petrol",145,54.3,1
4447,"Fiesta",2018,"Manual",19432,"Petrol",145,64.2,1.1
2511,"Fiesta",2013,"Manual",70048,"Petrol",0,65.7,1
12704,"EcoSport",2017,"Manual",14535,"Petrol",125,52.3,1
4448,"Fiesta",2018,"Manual",11410,"Petrol",145,65.7,1
16387,"Focus",2013,"Manual",114000,"Diesel",20,67.3,1.6
3024,"Focus",2019,"Manual",4987,"Petrol",145,60.1,1
16567,"Grand C-MAX",2016,"Manual",59478,"Petrol",30,54.3,1
17457,"Mondeo",2009,"Automatic",89000,"Diesel",305,39.8,2
9597,"EcoSport",2018,"Manual",19676,"Petrol",145,54.3,1
11470,"C-MAX",2017,"Manual",15280,"Diesel",20,68.9,1.5
5628,"Kuga",2016,"Manual",15969,"Petrol",160,45.6,1.5
17400,"Fiesta",2016,"Manual",11964,"Petrol",0,65.7,1
4902,"Focus",2017,"Manual",14929,"Petrol",150,36.7,2.3
3522,"Fiesta",2018,"Manual",12280,"Petrol",145,55.4,1.1
7634,"Kuga",2017,"Manual",13000,"Diesel",145,54.3,2
3014,"Kuga",2018,"Manual",27331,"Diesel",145,64.2,1.5
10219,"EcoSport",2017,"Manual",10126,"Petrol",145,52.3,1
4833,"Kuga",2019,"Manual",878,"Petrol",145,39.2,1.5
11182,"Fiesta",2018,"Manual",14652,"Petrol",145,56.5,1
4518,"Focus",2018,"Manual",12302,"Petrol",145,61.4,1
6298,"Ka+",2018,"Manual",15700,"Petrol",145,57.7,1.2
17822,"Fiesta",2018,"Manual",15417,"Petrol",145,65.7,1
3714,"Fiesta",2016,"Manual",19718,"Petrol",0,65.7,1
4645,"Kuga",2017,"Manual",22096,"Diesel",30,64.2,1.5
10177,"Focus",2018,"Manual",22058,"Petrol",145,57.7,1
13249,"Fiesta",2016,"Manual",21001,"Petrol",20,62.8,1
16826,"Fiesta",2018,"Automatic",20000,"Petrol",145,48.7,1
12713,"Fiesta",2017,"Automatic",5889,"Petrol",0,57.7,1
11184,"Fiesta",2019,"Manual",6164,"Petrol",145,58.9,1
12391,"EcoSport",2017,"Manual",15843,"Diesel",145,64.2,1.5
4397,"Fiesta",2013,"Manual",58804,"Petrol",0,65.7,1
9739,"Ka+",2019,"Manual",5870,"Petrol",145,43.5,1.2
5654,"Focus",2019,"Manual",6692,"Petrol",145,60.1,1
15047,"Fiesta",2015,"Manual",36500,"Petrol",150,47.9,1.6
2269,"Fiesta",2018,"Manual",26457,"Petrol",150,65.7,1
15048,"Fiesta",2019,"Manual",10000,"Petrol",150,55.4,1.1
13201,"Focus",2019,"Manual",3700,"Petrol",145,49.6,1
12574,"EcoSport",2018,"Semi-Auto",7918,"Petrol",145,44.1,1
5375,"Focus",2014,"Semi-Auto",18234,"Petrol",160,44.1,1.6
4017,"Fiesta",2017,"Manual",12759,"Petrol",125,54.3,1.2
1692,"Fiesta",2016,"Manual",38367,"Petrol",0,65.7,1
7384,"Focus",2018,"Manual",17635,"Petrol",145,58.9,1
9014,"Mondeo",2019,"Manual",15,"Diesel",145,65.7,2
6453,"Fiesta",2017,"Manual",10950,"Petrol",145,65.7,1
10113,"Fiesta",2016,"Manual",41149,"Petrol",125,54.3,1.2
14449,"Kuga",2014,"Manual",47772,"Diesel",145,53.3,2
6794,"Grand Tourneo Connect",2017,"Manual",52175,"Diesel",30,64.2,1.5
11602,"Fiesta",2017,"Manual",7657,"Petrol",0,65.7,1
7993,"Fiesta",2013,"Manual",59101,"Petrol",0,65.7,1
5074,"Fiesta",2017,"Manual",27897,"Petrol",0,65.7,1
1700,"Kuga",2017,"Manual",19168,"Diesel",145,54.3,2
17688,"Fiesta",2018,"Manual",19279,"Petrol",145,65.7,1
1865,"Focus",2018,"Manual",12234,"Petrol",145,41.5,2
14168,"Focus",2018,"Manual",1454,"Petrol",145,41.5,2
2345,"Fiesta",2015,"Manual",4627,"Petrol",125,54.3,1.2
15837,"Fiesta",2009,"Manual",92836,"Petrol",145,49.6,1.4
295,"C-MAX",2017,"Manual",12932,"Diesel",20,68.9,1.5
10727,"Focus",2019,"Manual",8933,"Petrol",150,60.1,1
1561,"Fiesta",2019,"Manual",4490,"Petrol",145,60.1,1
1052,"Grand Tourneo Connect",2017,"Automatic",12757,"Diesel",145,56.6,1.5
2013,"Fiesta",2017,"Manual",58535,"Diesel",0,78.5,1.5
9234,"Tourneo Connect",2016,"Manual",21026,"Diesel",30,64.2,1.5
4938,"Fiesta",2013,"Manual",40131,"Diesel",0,76.4,1.5
12774,"Focus",2019,"Manual",6890,"Petrol",145,49.6,1
10026,"Fiesta",2016,"Manual",27267,"Petrol",125,54.3,1.2
12457,"Fiesta",2016,"Manual",30889,"Petrol",0,65.7,1
11606,"Galaxy",2016,"Semi-Auto",17136,"Diesel",145,52.3,2
5520,"Fiesta",2019,"Manual",2870,"Petrol",145,48.7,1.1
6225,"Kuga",2019,"Manual",10407,"Diesel",145,38.2,2
8837,"Mondeo",2019,"Manual",33,"Diesel",145,65.7,2
11439,"Focus",2018,"Manual",20186,"Petrol",145,57.7,1
12335,"C-MAX",2014,"Semi-Auto",40000,"Diesel",160,50.4,2
13035,"Kuga",2016,"Manual",40438,"Diesel",125,60.1,2
7808,"Edge",2018,"Semi-Auto",3420,"Diesel",145,37.2,2
9401,"Fiesta",2017,"Manual",22608,"Diesel",0,78.5,1.5
7638,"Grand C-MAX",2016,"Automatic",26035,"Diesel",30,58.9,1.5
4830,"Fiesta",2017,"Manual",14301,"Petrol",125,54.3,1.2
4389,"Fiesta",2019,"Semi-Auto",15,"Petrol",145,48.7,1
8210,"Kuga",2017,"Manual",28073,"Diesel",145,60.1,2
1438,"Focus",2019,"Manual",13591,"Petrol",145,58.9,1
1132,"Fiesta",2014,"Manual",32356,"Petrol",0,65.7,1
10461,"Focus",2017,"Manual",22176,"Petrol",20,60.1,1
10075,"Focus",2017,"Manual",24161,"Petrol",145,61.4,1
16434,"Fiesta",2015,"Manual",44000,"Petrol",125,54.3,0
16474,"EcoSport",2018,"Manual",9000,"Petrol",145,54.3,0
16062,"Fiesta",2016,"Manual",27775,"Petrol",125,54.3,1.2
9567,"Grand C-MAX",2017,"Manual",4040,"Petrol",145,54.3,1
4053,"Fiesta",2018,"Manual",28573,"Petrol",145,56.5,1
1821,"Fiesta",2017,"Manual",13931,"Petrol",145,65.7,1
14434,"Focus",2017,"Automatic",20693,"Petrol",145,46.3,1.5
4823,"Fiesta",2019,"Manual",11445,"Petrol",145,58.9,1
11923,"Focus",2019,"Manual",7288,"Petrol",150,60.1,1
104,"Kuga",2017,"Manual",15978,"Diesel",30,64.2,1.5
9742,"Fiesta",2018,"Manual",10577,"Petrol",145,58.9,1
4118,"Fiesta",2016,"Manual",27154,"Petrol",20,62.8,1
11410,"Fiesta",2017,"Manual",31020,"Petrol",150,54.3,1.2
9913,"Focus",2017,"Manual",40412,"Diesel",145,74.3,1.5
6764,"Focus",2018,"Manual",13420,"Petrol",145,60.1,1
13151,"Focus",2019,"Manual",4591,"Petrol",150,58.9,1
9619,"Focus",2017,"Manual",6859,"Petrol",20,60.1,1
14137,"Focus",2017,"Manual",22638,"Petrol",145,51.4,1.5
13442,"Ka+",2018,"Manual",6745,"Petrol",145,57.7,1.2
10643,"EcoSport",2019,"Manual",3031,"Petrol",145,53.3,1
13419,"Mustang",2017,"Manual",20700,"Petrol",150,20.9,5
13573,"Focus",2014,"Manual",55995,"Diesel",20,67.3,1.6
8255,"Fiesta",2015,"Manual",33034,"Petrol",0,65.7,1
2259,"Focus",2019,"Manual",7137,"Petrol",150,60.1,1
3856,"Focus",2017,"Manual",26437,"Petrol",145,61.4,1
4731,"Focus",2019,"Manual",2583,"Petrol",145,51.4,1.5
14699,"Fiesta",2018,"Manual",30555,"Diesel",145,58.9,1.5
16587,"Fiesta",2017,"Manual",30925,"Petrol",0,65.7,1
6743,"KA",2013,"Manual",44846,"Petrol",30,57.7,1.2
13836,"Fiesta",2012,"Manual",45000,"Diesel",20,68.9,1.4
3744,"Focus",2018,"Manual",15332,"Petrol",145,61.4,1
10487,"Fiesta",2014,"Manual",25104,"Petrol",30,54.3,1.2
9061,"Mondeo",2019,"Manual",32,"Diesel",145,65.7,2
7253,"Fiesta",2017,"Manual",17695,"Petrol",0,65.7,1
3840,"Fiesta",2018,"Manual",6952,"Petrol",145,65.7,1
11038,"Fiesta",2018,"Manual",9760,"Petrol",150,62.8,1
10827,"Puma",2020,"Manual",1137,"Petrol",145,50.4,1
17017,"Fiesta",2019,"Manual",17,"Petrol",145,58.9,1
3423,"Kuga",2019,"Automatic",11981,"Diesel",145,38.7,2
5488,"Focus",2015,"Manual",73831,"Diesel",0,74.3,1.5
17406,"Fiesta",2018,"Manual",34506,"Petrol",145,65.7,1
6565,"Fiesta",2014,"Manual",29875,"Petrol",0,65.7,1
3420,"Fiesta",2019,"Manual",4002,"Petrol",145,58.9,1
8961,"Fiesta",2013,"Manual",35987,"Petrol",30,54.3,1.2
5331,"Focus",2016,"Manual",46923,"Diesel",0,74.3,1.5
17533,"KA",2014,"Manual",17000,"Petrol",30,57.7,1.2
14682,"Grand C-MAX",2016,"Manual",39296,"Diesel",30,64.2,1.5
4140,"C-MAX",2016,"Semi-Auto",15335,"Diesel",125,58.9,2
15172,"Focus",2017,"Manual",13530,"Diesel",150,74.3,1.5
13673,"KA",2014,"Manual",22888,"Petrol",30,57.7,1.2
1038,"S-MAX",2016,"Automatic",72189,"Diesel",125,56.5,2
3360,"Fiesta",2017,"Manual",38000,"Petrol",0,65.7,1
8065,"Fiesta",2017,"Manual",26286,"Petrol",125,54.3,1.2
10971,"Mondeo",2019,"Manual",3252,"Diesel",145,65.7,2
9095,"Focus",2019,"Manual",9000,"Diesel",145,74.3,1.5
13520,"Fiesta",2013,"Manual",55350,"Petrol",0,65.7,1
8609,"Focus",2017,"Manual",30526,"Diesel",0,74.3,1.5
16073,"Kuga",2015,"Manual",36523,"Diesel",145,54.3,2
13430,"Focus",2018,"Manual",26965,"Petrol",150,41.5,2
3105,"Fiesta",2018,"Manual",12299,"Petrol",150,55.4,1.1
2694,"Fiesta",2016,"Manual",24745,"Diesel",0,78.5,1.5
3155,"Focus",2018,"Manual",16882,"Petrol",145,41.5,2
11826,"Focus",2018,"Manual",7056,"Diesel",145,80.7,1.5
571,"Focus",2016,"Manual",45256,"Petrol",20,60.1,1
10042,"Fiesta",2017,"Manual",7951,"Petrol",150,47.9,1.6
9881,"Galaxy",2017,"Manual",34206,"Diesel",125,56.5,2
11391,"Fiesta",2017,"Manual",12190,"Petrol",145,65.7,1
3836,"Fiesta",2018,"Manual",8389,"Petrol",145,65.7,1
9705,"Fiesta",2019,"Manual",2162,"Petrol",150,56.5,1
502,"Fiesta",2019,"Manual",12232,"Petrol",145,58.9,1
3524,"Kuga",2015,"Automatic",31916,"Petrol",235,38.2,1.5
7324,"Fiesta",2017,"Manual",26548,"Petrol",145,54.3,1.2
1866,"Focus",2018,"Manual",22015,"Petrol",145,57.7,1
9157,"Fiesta",2020,"Manual",2462,"Petrol",150,58.9,1
2039,"S-MAX",2019,"Manual",12369,"Diesel",145,54.3,2
13677,"Focus",2015,"Manual",18489,"Petrol",20,60.1,1
13982,"Fiesta",2010,"Manual",91000,"Diesel",20,68.9,1.6
14892,"Focus",2019,"Manual",9004,"Petrol",145,60.1,1
12232,"Focus",2019,"Manual",10700,"Petrol",150,60.1,1
12785,"Focus",2019,"Manual",5663,"Petrol",145,49.6,1
8133,"Kuga",2019,"Manual",6285,"Petrol",145,34.4,1.5
9887,"Kuga",2017,"Manual",18487,"Diesel",125,60.1,2
5380,"Fiesta",2017,"Manual",40126,"Petrol",145,65.7,1
10750,"Fiesta",2015,"Manual",30136,"Petrol",30,54.3,1.2
8300,"Fiesta",2018,"Manual",12786,"Petrol",145,65.7,1
4976,"Focus",2018,"Manual",19730,"Petrol",145,57.7,1
11777,"EcoSport",2017,"Manual",32570,"Petrol",150,52.3,1
8341,"Fiesta",2018,"Manual",23345,"Petrol",145,62.8,1
16604,"Edge",2016,"Automatic",24641,"Diesel",160,48.7,2
3095,"Focus",2017,"Manual",15116,"Petrol",145,41.5,2
6617,"Focus",2018,"Manual",15417,"Petrol",145,57.7,1
12783,"Kuga",2017,"Manual",18733,"Diesel",30,64.2,1.5
3501,"Fiesta",2013,"Manual",39859,"Petrol",0,65.7,1
6444,"Focus",2014,"Manual",36996,"Petrol",30,56.5,1
15844,"Focus",2017,"Automatic",13879,"Petrol",125,51.4,1
8184,"Fiesta",2017,"Manual",2033,"Petrol",0,65.7,1
7679,"Kuga",2016,"Manual",8729,"Diesel",145,54.3,2
6528,"Focus",2017,"Manual",33104,"Petrol",145,60.1,1
14612,"Focus",2017,"Manual",52492,"Petrol",145,50.4,1.5
1243,"B-MAX",2017,"Manual",13479,"Petrol",30,55.4,1
10825,"EcoSport",2018,"Manual",10579,"Petrol",145,54.3,1
4689,"C-MAX",2013,"Manual",15260,"Petrol",30,55.4,1
8347,"Ka+",2017,"Manual",12405,"Petrol",30,57.7,1.2
3928,"Focus",2017,"Manual",1973,"Petrol",235,36.7,2.3
16948,"Focus",2009,"Manual",139600,"Petrol",145,48.7,1.6
6776,"Mondeo",2016,"Manual",49875,"Diesel",0,78.5,1.5
13448,"Focus",2018,"Semi-Auto",15637,"Petrol",145,51.4,1
9412,"Fiesta",2018,"Manual",12930,"Petrol",145,56.5,1
16357,"Focus",2008,"Manual",89000,"Diesel",30,62.8,1.6
12029,"Edge",2019,"Semi-Auto",10,"Diesel",145,37.2,2
12131,"Focus",2013,"Manual",29078,"Petrol",145,47.9,1.6
374,"Focus",2015,"Manual",35689,"Petrol",205,41.5,2
5751,"Fiesta",2019,"Manual",3457,"Petrol",150,55.4,1
1900,"Kuga",2017,"Semi-Auto",20878,"Diesel",145,54.3,2
2316,"Focus",2015,"Manual",32659,"Diesel",20,67.3,2
15171,"Fiesta",2016,"Manual",27241,"Petrol",20,62.8,1
12045,"EcoSport",2017,"Manual",11436,"Petrol",145,52.3,1
8257,"Focus",2018,"Manual",14482,"Diesel",145,74.3,1.5
12714,"Focus",2018,"Manual",21680,"Diesel",145,74.3,1.5
1831,"Focus",2013,"Manual",20600,"Petrol",145,47.9,1.6
15135,"Focus",2016,"Manual",38638,"Diesel",0,74.3,1.5
4704,"Kuga",2018,"Manual",6924,"Diesel",145,54.3,1.5
10378,"Focus",2016,"Manual",55923,"Diesel",0,74.3,1.5
97,"Fiesta",2019,"Manual",13600,"Petrol",145,58.9,1
11830,"Focus",2018,"Manual",21853,"Diesel",145,74.3,1.5
11869,"Kuga",2017,"Manual",33000,"Diesel",145,64.2,1.5
7057,"Tourneo Connect",2018,"Manual",30000,"Diesel",145,64.2,1.5
6810,"Focus",2018,"Manual",33210,"Diesel",145,74.3,1.5
6487,"Fiesta",2017,"Manual",20682,"Petrol",150,65.7,1
2529,"Fiesta",2019,"Manual",12700,"Petrol",145,65.7,1
393,"Fiesta",2019,"Manual",8725,"Petrol",145,58.9,1
13114,"Fiesta",2016,"Manual",50640,"Petrol",20,62.8,1
4809,"Kuga",2019,"Manual",3100,"Diesel",145,36.7,2
7718,"Mondeo",2018,"Automatic",24705,"Petrol",145,44.8,1.5
17165,"Focus",2018,"Manual",11139,"Petrol",150,57.7,1
6293,"Fiesta",2016,"Manual",12985,"Petrol",0,65.7,1
8458,"Focus",2018,"Manual",16083,"Petrol",145,58.9,1
4369,"Focus",2019,"Manual",3058,"Petrol",145,60.1,1
1563,"Fiesta",2016,"Manual",36228,"Petrol",125,54.3,1.2
9527,"Fiesta",2018,"Manual",5159,"Petrol",145,62.8,1
17930,"Focus",2017,"Manual",10960,"Petrol",145,41.5,2
2089,"Fiesta",2013,"Manual",25600,"Petrol",30,54.3,1.2
6606,"Fiesta",2018,"Manual",26950,"Petrol",145,56.5,1
2843,"Focus",2019,"Manual",3333,"Diesel",150,80.7,1.5
14837,"KA",2009,"Manual",43000,"Petrol",30,55.4,1.2
14748,"Fiesta",2013,"Automatic",62000,"Petrol",0,57.7,1
3559,"C-MAX",2017,"Manual",70860,"Petrol",30,55.4,1
