"ID","Warehouse_block","Mode_of_Shipment","Customer_care_calls","Customer_rating","Cost_of_the_Product","Prior_purchases","Product_importance","Gender","Discount_offered","Weight_in_gms"
4584,"F","Ship",2,2,170,3,"high","F",7,4284
4684,"B","Ship",4,4,171,2,"low","M",4,4962
9014,"F","Ship",3,5,162,3,"medium","F",1,4432
9653,"C","Ship",3,2,158,2,"medium","M",9,4881
5975,"C","Ship",4,3,274,2,"low","M",1,4762
1486,"B","Road",3,4,149,2,"medium","F",37,1080
6629,"C","Ship",3,4,172,2,"low","M",5,5919
9802,"B","Ship",3,5,192,4,"medium","F",7,4741
4235,"C","Road",4,3,259,3,"low","F",1,4914
1543,"D","Ship",3,5,160,2,"medium","F",41,1495
9266,"F","Ship",3,3,212,3,"medium","M",10,5724
410,"F","Flight",2,5,166,3,"medium","M",3,1832
5596,"B","Road",5,1,113,3,"medium","F",6,5509
3214,"B","Ship",3,4,210,3,"low","M",10,4398
9506,"F","Ship",5,3,171,3,"low","F",7,4946
1857,"A","Ship",4,1,190,10,"low","F",35,3819
6914,"F","Ship",5,5,256,5,"medium","M",2,1693
7608,"F","Ship",3,3,201,2,"low","F",2,5361
8650,"B","Ship",7,5,273,4,"medium","M",9,1329
8584,"B","Ship",4,3,134,4,"low","M",8,4879
7003,"D","Flight",4,1,173,4,"low","F",5,5530
1541,"C","Ship",6,5,111,6,"high","F",28,1216
7552,"B","Flight",4,1,205,2,"low","M",10,4086
1361,"C","Road",5,5,230,2,"medium","F",36,3381
497,"C","Ship",4,2,216,3,"low","F",12,2273
7657,"D","Road",4,5,140,2,"medium","F",5,4347
9528,"F","Ship",4,1,164,4,"medium","M",3,5318
4529,"C","Flight",6,1,263,6,"low","M",10,5826
2854,"B","Road",4,4,158,3,"low","F",61,1507
1076,"F","Road",5,2,239,3,"low","F",47,3673
200,"F","Ship",2,2,154,3,"medium","M",38,7846
3559,"D","Flight",4,4,210,2,"high","M",6,4076
6754,"B","Ship",2,4,195,4,"medium","M",3,5641
604,"B","Ship",3,1,162,2,"low","F",52,1125
8513,"C","Ship",3,5,184,3,"low","F",2,4357
4018,"B","Ship",4,2,151,3,"medium","M",8,4390
2068,"B","Flight",2,4,225,10,"high","M",46,2690
7554,"F","Ship",3,3,168,2,"low","F",10,4583
7244,"F","Road",4,4,190,2,"low","M",2,4460
2054,"F","Flight",2,5,162,4,"medium","M",49,1671
7414,"B","Flight",5,4,245,5,"low","F",5,1293
2219,"C","Ship",4,2,243,3,"medium","F",13,2850
5746,"B","Road",4,3,189,3,"medium","F",4,4410
2618,"F","Flight",4,2,273,2,"low","F",9,3383
4990,"B","Ship",2,4,151,4,"low","F",2,1150
8550,"F","Ship",6,5,278,4,"low","M",2,1167
3549,"A","Road",4,5,168,4,"medium","M",5,5735
5134,"B","Ship",4,5,261,3,"high","M",3,4885
5065,"D","Flight",3,5,162,2,"low","M",4,4495
7678,"B","Flight",6,3,269,4,"medium","F",3,1022
9040,"B","Flight",2,1,199,2,"low","F",10,5345
438,"F","Ship",5,2,186,3,"medium","F",15,2153
5894,"F","Flight",4,1,260,4,"low","M",2,4091
5091,"A","Ship",4,4,168,3,"low","M",6,5488
2912,"F","Ship",3,4,274,3,"medium","M",19,3076
1761,"A","Road",4,3,152,2,"medium","M",18,1537
3692,"F","Road",3,5,272,2,"low","M",3,5638
7488,"F","Ship",5,1,242,5,"medium","M",8,1382
1506,"F","Flight",4,2,229,4,"low","F",32,3518
3749,"C","Ship",3,4,250,2,"medium","M",1,4922
3787,"D","Ship",3,2,144,10,"high","F",3,5000
6057,"A","Ship",4,4,210,2,"medium","M",8,5942
3584,"F","Ship",4,5,173,3,"low","F",7,4410
3644,"F","Ship",5,5,155,3,"medium","F",6,4109
7265,"C","Flight",3,4,156,3,"medium","M",4,4519
2259,"A","Ship",3,2,256,4,"low","F",18,2699
9933,"A","Ship",4,2,228,5,"low","F",3,1473
9200,"F","Ship",4,1,240,4,"low","M",10,5965
4437,"A","Ship",3,4,212,3,"medium","M",10,4663
2976,"F","Ship",4,1,220,3,"high","M",2,3886
1653,"A","Flight",4,5,270,3,"medium","M",20,3185
10212,"F","Ship",4,3,271,5,"low","M",6,1555
1631,"C","Road",6,2,286,7,"medium","F",65,3362
5693,"C","Ship",5,1,136,3,"low","M",10,5308
7481,"C","Ship",7,2,272,4,"medium","M",9,1188
8271,"A","Ship",6,3,252,2,"low","M",6,1470
7203,"A","Ship",5,5,246,5,"low","F",6,1911
6153,"A","Road",3,1,226,3,"low","F",8,4002
2955,"A","Ship",5,5,145,2,"medium","M",48,1834
4569,"A","Ship",3,3,213,3,"medium","M",7,4133
10382,"F","Ship",4,2,265,3,"medium","F",1,5385
6421,"D","Road",4,5,181,3,"medium","M",1,5310
3353,"C","Ship",4,3,244,2,"low","M",10,4486
8504,"F","Flight",3,1,202,2,"medium","F",10,4412
3336,"F","Ship",3,4,179,2,"low","F",2,4931
4395,"A","Flight",5,3,175,3,"low","M",7,4833
10823,"C","Flight",3,3,197,3,"medium","M",8,4568
66,"F","Ship",3,2,202,3,"low","M",49,2881
1885,"D","Ship",5,4,269,3,"medium","F",51,3415
8618,"F","Road",5,2,254,6,"low","F",5,1951
2321,"C","Road",4,1,273,4,"low","F",54,2611
1682,"F","Ship",2,1,121,3,"medium","M",25,1124
6240,"F","Ship",3,4,175,3,"medium","M",10,4771
730,"B","Ship",3,1,151,2,"low","F",4,1748
1980,"F","Ship",4,3,237,3,"low","M",57,3952
1004,"F","Ship",3,3,254,3,"medium","M",3,2837
3226,"B","Ship",4,4,151,2,"low","M",3,4105
3315,"A","Ship",6,4,168,2,"high","M",6,5686
3678,"F","Road",3,1,180,6,"low","M",5,4802
2575,"D","Ship",4,1,189,2,"medium","F",63,3474
8508,"F","Flight",3,4,196,4,"low","M",5,4749
5338,"B","Road",4,4,204,3,"medium","M",8,5614
1635,"A","Road",6,3,241,6,"high","F",8,3878
9472,"B","Ship",5,3,194,3,"low","M",7,5545
6455,"C","Flight",5,5,131,5,"low","F",1,5299
10336,"B","Ship",3,1,251,3,"medium","F",4,5291
1960,"B","Ship",4,5,268,3,"low","F",64,2386
10091,"C","Ship",4,5,141,2,"low","M",1,4395
3432,"F","Flight",3,1,228,3,"medium","M",9,5530
5488,"B","Flight",5,5,169,4,"low","F",2,4188
50,"F","Ship",5,3,216,3,"low","F",40,2146
9049,"D","Flight",4,1,177,3,"medium","F",6,5215
7013,"C","Ship",4,3,197,3,"low","M",2,4410
1595,"C","Ship",3,2,148,4,"medium","F",38,1322
8124,"F","Ship",3,5,152,4,"medium","M",2,4809
7427,"C","Ship",2,3,130,4,"medium","M",10,4363
7065,"A","Ship",3,1,101,5,"low","F",3,4807
7558,"B","Ship",4,3,266,3,"high","F",2,5298
135,"A","Flight",3,3,168,2,"medium","F",1,1829
3955,"D","Road",3,2,269,4,"medium","M",1,5797
792,"F","Ship",5,4,133,2,"medium","M",30,1161
2570,"F","Ship",5,2,263,2,"medium","F",63,1254
3882,"F","Ship",3,2,157,3,"high","F",1,5398
9334,"B","Ship",5,3,194,4,"low","M",9,5851
2663,"C","Ship",4,3,242,4,"low","M",62,3997
1339,"D","Ship",3,3,144,3,"low","M",1,1274
183,"A","Ship",3,2,164,10,"high","F",28,1940
863,"C","Ship",5,4,269,2,"medium","M",38,2770
7733,"C","Ship",6,2,246,4,"low","M",4,1555
3732,"F","Ship",4,5,201,3,"low","F",10,4530
3709,"D","Flight",4,1,140,4,"low","M",6,5067
9028,"B","Road",3,4,156,3,"low","M",4,4628
3105,"A","Ship",2,2,273,3,"low","M",56,2633
8192,"F","Ship",5,2,224,3,"high","M",4,4271
10664,"F","Road",5,4,262,6,"low","M",3,1700
4900,"B","Ship",5,5,166,2,"high","F",2,4562
5168,"F","Ship",2,5,195,3,"low","M",3,5785
9370,"B","Ship",5,3,159,3,"low","M",7,5462
7584,"F","Ship",3,2,158,3,"medium","F",1,5438
8274,"F","Ship",7,2,247,4,"medium","F",9,1096
968,"F","Flight",5,3,146,3,"low","M",41,1204
3181,"D","Ship",4,2,223,3,"low","M",7,4026
4322,"F","Ship",3,3,253,3,"high","M",1,4263
22,"B","Ship",3,1,232,4,"medium","F",51,2899
835,"D","Flight",5,4,271,3,"medium","F",16,2563
5347,"D","Flight",3,1,191,2,"medium","F",10,5073
2614,"B","Flight",4,2,273,5,"medium","F",6,2126
10796,"F","Ship",4,3,232,5,"medium","F",8,1265
2680,"B","Ship",3,1,185,2,"low","F",41,3787
7156,"B","Ship",4,5,239,5,"low","F",7,1001
9855,"A","Road",3,3,274,3,"low","F",5,5981
8380,"B","Ship",4,1,200,3,"medium","F",5,4120
5288,"F","Ship",4,1,268,3,"medium","M",6,4681
10809,"A","Road",2,4,155,5,"low","M",9,1740
5472,"F","Road",6,4,306,4,"low","M",9,1595
9205,"D","Ship",3,3,187,6,"low","F",2,4549
10308,"F","Ship",4,2,225,2,"medium","F",5,5943
2048,"F","Road",2,4,239,5,"low","F",59,2181
5933,"C","Ship",3,2,170,3,"low","M",9,4069
8622,"F","Road",4,2,246,5,"low","M",9,1206
10559,"C","Flight",3,5,214,2,"medium","F",4,4077
1911,"A","Road",4,5,162,3,"low","F",31,1170
6322,"B","Ship",4,3,208,2,"medium","F",4,4767
5122,"B","Ship",3,1,206,3,"medium","M",5,5676
9432,"F","Road",6,5,285,4,"low","M",8,1028
456,"F","Ship",4,1,149,3,"medium","M",54,1178
2509,"D","Ship",3,5,190,10,"medium","M",26,3244
5113,"D","Ship",4,3,196,2,"medium","F",4,4203
9510,"F","Ship",5,2,149,2,"low","F",6,4661
2893,"D","Flight",3,2,190,3,"medium","M",18,2715
10686,"F","Flight",3,5,133,4,"low","M",10,4151
5270,"F","Ship",6,4,264,4,"low","M",1,1660
10009,"D","Flight",4,3,136,3,"medium","F",4,5769
218,"F","Ship",4,4,176,4,"high","F",63,1293
2519,"C","Ship",3,4,175,3,"medium","M",4,1519
5295,"A","Ship",5,3,229,2,"medium","M",10,5149
3066,"F","Ship",3,3,243,3,"medium","F",27,2052
8995,"D","Ship",3,1,217,3,"low","F",1,4177
2808,"F","Ship",4,2,216,2,"low","F",26,2431
7284,"F","Ship",4,3,151,3,"medium","F",9,4908
7335,"A","Ship",4,2,213,3,"medium","M",8,5214
2092,"B","Ship",2,4,225,10,"high","M",56,3384
223,"D","Ship",4,2,192,3,"high","M",4,2061
3436,"B","Flight",3,4,217,2,"medium","F",9,5450
7702,"B","Ship",4,3,244,3,"low","M",7,4761
7782,"F","Ship",4,1,249,6,"medium","M",2,5720
7828,"B","Ship",2,2,173,3,"low","F",10,4736
10699,"D","Flight",5,4,251,4,"low","M",8,4190
1464,"F","Ship",4,3,170,2,"medium","F",33,1980
3755,"C","Ship",5,1,111,4,"high","F",2,5978
4294,"B","Ship",4,2,258,3,"high","M",10,4643
8005,"D","Ship",6,4,293,4,"low","F",8,1145
4284,"F","Ship",6,1,246,6,"low","F",9,5466
4613,"C","Ship",4,2,205,2,"low","F",10,5580
8807,"C","Ship",5,2,258,3,"medium","F",8,4921
1795,"D","Flight",2,2,128,2,"low","M",17,1824
3512,"F","Ship",4,2,177,3,"low","M",8,4904
8016,"F","Ship",5,4,256,5,"low","M",6,1551
10542,"F","Road",5,4,228,4,"low","F",8,4831
9388,"B","Ship",3,2,177,3,"low","F",9,5427
2171,"C","Road",3,4,256,2,"medium","M",55,2247
8064,"F","Road",3,2,235,2,"medium","F",10,4172
2679,"A","Ship",5,3,210,2,"low","M",19,3920
1055,"C","Ship",2,4,191,3,"low","F",58,2586
8709,"A","Ship",3,3,225,3,"medium","F",7,4961
8528,"F","Ship",4,5,224,2,"low","M",8,5871
6582,"F","Flight",5,3,248,5,"low","F",7,1475
8173,"D","Ship",3,2,279,6,"medium","M",1,5855
10687,"D","Flight",5,4,184,5,"low","F",5,4782
5678,"F","Ship",4,4,287,6,"medium","M",6,5282
9469,"D","Flight",4,4,156,2,"medium","F",7,5938
9211,"D","Ship",5,1,248,3,"medium","M",6,5081
6692,"F","Road",6,1,259,3,"low","F",3,5683
10680,"F","Road",4,4,205,2,"medium","F",8,5876
10484,"F","Ship",4,2,253,5,"medium","F",3,1092
991,"D","Ship",3,2,234,3,"medium","M",33,2789
3485,"C","Ship",4,4,223,4,"low","M",1,4219
10224,"F","Ship",5,3,242,5,"low","F",6,1681
4271,"C","Ship",5,3,101,5,"medium","F",1,4014
4975,"D","Ship",5,4,131,8,"low","M",7,4471
8887,"D","Road",7,3,305,4,"medium","F",5,1198
4544,"F","Ship",6,5,291,4,"low","M",3,1102
7457,"C","Ship",6,4,306,4,"low","F",5,1703
3267,"A","Road",3,1,216,4,"medium","F",4,4416
1171,"D","Ship",5,1,198,5,"medium","F",49,3187
2256,"F","Ship",4,3,160,2,"medium","F",38,1961
6191,"C","Ship",4,5,180,2,"medium","F",1,4332
6140,"F","Road",4,5,222,3,"medium","F",7,5844
10225,"D","Ship",5,5,217,6,"medium","M",1,1761
6072,"F","Ship",3,4,257,5,"medium","F",5,5365
7820,"F","Flight",5,4,266,6,"medium","F",7,4486
9874,"B","Flight",3,5,202,4,"medium","F",7,4458
4644,"F","Road",3,2,236,3,"medium","M",8,5783
5557,"D","Ship",2,2,249,3,"low","F",3,4129
5906,"F","Flight",4,5,143,2,"low","M",1,5836
8494,"B","Flight",3,1,267,2,"low","M",7,4486
4517,"C","Flight",3,1,255,7,"low","F",3,4477
3603,"A","Ship",3,2,149,3,"medium","F",7,4049
3509,"C","Ship",3,3,275,4,"medium","M",6,4687
9327,"A","Flight",4,5,196,5,"low","F",2,5840
1168,"B","Ship",4,1,227,2,"high","M",60,3080
3219,"A","Ship",4,2,210,3,"medium","F",1,4379
8602,"B","Ship",4,5,228,5,"low","M",5,1373
9268,"B","Ship",4,2,145,3,"medium","F",7,5823
5538,"F","Ship",5,4,219,5,"low","M",5,1388
10117,"D","Road",4,5,170,3,"medium","M",3,4695
6481,"D","Ship",5,4,222,3,"medium","F",10,4663
4998,"F","Ship",2,2,259,3,"low","M",6,4840
7292,"F","Ship",4,4,194,4,"low","F",10,5024
766,"B","Ship",4,2,259,4,"low","F",13,2495
5771,"C","Flight",4,2,239,6,"low","F",7,1934
7060,"B","Ship",3,4,238,2,"low","M",3,4723
7196,"F","Ship",6,1,306,4,"medium","M",8,1378
10649,"C","Ship",3,3,207,10,"low","F",7,4423
781,"D","Ship",4,5,252,3,"low","M",16,2332
9778,"B","Ship",5,2,174,3,"low","F",10,5973
4287,"A","Ship",3,5,170,7,"low","F",7,4373
10406,"F","Road",5,2,245,5,"low","F",9,1466
6372,"F","Ship",3,3,249,2,"medium","M",9,4034
10914,"F","Ship",3,2,164,4,"medium","F",10,4560
4601,"C","Ship",3,5,256,3,"low","M",7,4366
2169,"A","Road",3,1,164,2,"low","M",2,1104
2827,"D","Ship",2,3,172,3,"medium","F",11,1522
4388,"F","Flight",5,2,165,3,"medium","F",10,5598
8620,"B","Road",5,3,267,6,"low","M",10,1027
2691,"A","Ship",5,1,236,4,"high","F",64,3231
10124,"F","Road",4,2,162,6,"low","F",4,4094
9832,"B","Ship",2,3,269,2,"low","M",3,5976
9752,"F","Ship",4,3,212,3,"low","F",1,4518
631,"D","Ship",3,1,155,3,"medium","F",27,1022
2367,"A","Ship",5,4,200,3,"medium","M",24,2078
2355,"A","Ship",2,2,153,3,"low","F",55,1273
5905,"D","Flight",5,4,202,3,"low","F",3,4559
341,"C","Ship",2,5,255,5,"medium","F",53,3775
222,"F","Ship",4,3,150,2,"medium","M",31,1588
7573,"D","Ship",3,5,194,3,"low","M",6,4295
7079,"C","Ship",6,3,247,6,"medium","M",3,4582
5657,"C","Ship",4,5,144,2,"low","M",2,4978
9467,"C","Flight",4,1,174,4,"low","M",3,5295
8866,"B","Ship",2,3,258,5,"low","F",6,1727
4657,"D","Flight",3,1,185,3,"medium","M",7,5474
8258,"F","Ship",6,4,254,4,"low","M",2,1174
3231,"A","Ship",5,2,215,6,"medium","F",5,5195
10001,"C","Flight",4,1,234,2,"medium","F",4,5164
5898,"F","Flight",5,4,151,5,"low","F",1,4122
2272,"B","Ship",4,1,113,3,"low","F",60,1200
2989,"D","Road",5,3,168,4,"low","M",7,1298
10792,"B","Ship",4,2,259,5,"medium","M",7,1042
7352,"F","Ship",3,2,154,3,"low","F",6,5540
5348,"F","Flight",4,5,260,3,"high","M",10,4919
1434,"F","Ship",3,2,176,3,"low","M",51,1297
8859,"A","Ship",4,5,234,5,"low","F",3,1469
10622,"F","Ship",4,1,132,2,"medium","M",1,5025
9154,"B","Road",5,1,226,6,"low","M",5,1078
10704,"F","Ship",4,3,259,5,"low","M",6,1867
5955,"A","Ship",4,5,134,3,"low","F",8,5694
9491,"C","Ship",4,1,155,3,"medium","M",9,4443
9755,"C","Ship",4,5,143,3,"medium","M",2,5286
1933,"D","Flight",4,2,164,2,"medium","F",43,1976
7972,"B","Ship",4,1,208,2,"low","M",6,5266
599,"C","Ship",4,5,270,2,"low","F",34,2821
3356,"F","Ship",2,4,162,3,"high","F",2,5893
1045,"D","Ship",3,3,205,2,"medium","F",58,2187
2431,"D","Ship",3,5,113,2,"low","F",19,1660
8478,"F","Road",5,1,268,3,"medium","F",5,5663
3617,"C","Ship",3,3,142,3,"low","F",7,4439
1751,"C","Ship",3,1,142,4,"low","M",4,1583
9650,"F","Ship",5,2,192,7,"medium","M",2,4045
2467,"D","Flight",6,1,126,3,"medium","F",37,1697
8082,"F","Flight",5,4,142,3,"low","F",8,5468
9089,"C","Ship",3,4,225,4,"low","M",10,4460
7898,"F","Ship",3,4,163,3,"high","F",6,5912
4405,"D","Ship",3,4,246,3,"low","M",1,4020
8653,"D","Ship",4,2,235,5,"low","M",8,1021
7225,"D","Ship",3,1,271,3,"low","M",4,4108
4515,"A","Road",3,1,219,8,"low","F",1,4122
6841,"D","Road",4,5,142,2,"low","M",2,4472
1952,"F","Ship",5,1,165,3,"low","F",27,1905
4039,"D","Ship",2,4,271,8,"medium","F",10,4183
4739,"C","Ship",3,5,244,2,"medium","F",10,4064
4516,"B","Road",2,4,255,7,"low","F",9,5224
587,"C","Ship",3,2,158,3,"high","F",59,1307
6862,"B","Flight",6,4,289,4,"high","F",4,1822
6094,"B","Ship",4,2,183,2,"low","F",8,4921
10578,"F","Ship",6,3,251,4,"low","M",10,4889
2700,"F","Ship",4,2,179,3,"high","F",30,1076
4244,"F","Flight",4,2,151,2,"medium","M",6,4987
4764,"F","Ship",3,3,201,6,"medium","M",2,4984
5454,"F","Road",4,1,196,5,"low","M",7,5380
6053,"C","Ship",7,2,302,5,"medium","M",5,1614
9830,"F","Ship",5,3,201,6,"low","F",3,4025
7401,"A","Flight",3,4,177,4,"medium","M",5,1854
346,"B","Ship",5,1,264,3,"low","M",6,2882
2452,"B","Road",4,3,272,4,"low","M",61,2857
1369,"D","Flight",4,3,247,4,"low","F",19,3838
3547,"D","Road",4,2,152,3,"medium","M",6,5764
5829,"A","Ship",3,3,261,4,"low","F",9,4529
3898,"B","Ship",4,4,207,3,"low","M",9,4314
7236,"F","Road",3,4,191,3,"medium","M",6,4586
1555,"D","Ship",4,5,233,5,"medium","F",44,2648
3416,"F","Road",5,3,234,3,"low","M",10,5673
5638,"B","Ship",3,2,215,3,"medium","F",10,4198
7745,"C","Ship",5,3,243,5,"low","F",9,1312
3744,"F","Ship",4,2,233,2,"low","F",5,4817
9616,"B","Ship",3,2,198,4,"low","F",3,4172
8583,"A","Ship",5,5,271,2,"medium","M",6,4788
7862,"F","Ship",4,2,255,3,"low","F",8,5865
2163,"A","Ship",6,2,195,3,"medium","M",30,3462
7108,"B","Road",7,1,309,4,"low","F",4,1151
4406,"F","Ship",3,2,237,3,"medium","F",10,5851
4163,"C","Ship",5,5,265,3,"low","M",6,4423
8607,"A","Road",4,1,262,6,"low","F",3,1830
7477,"D","Ship",7,3,251,5,"low","F",8,1616
7017,"A","Ship",6,1,103,4,"low","M",2,5089
2220,"F","Ship",6,5,240,4,"medium","M",62,2400
1267,"D","Ship",4,2,221,2,"low","F",13,3097
3366,"F","Ship",4,4,256,3,"medium","M",1,5784
5780,"F","Ship",6,3,272,4,"low","M",5,1355
1150,"B","Ship",4,2,193,2,"high","F",48,2371
1794,"F","Flight",3,1,163,3,"medium","M",59,1005
4272,"F","Ship",3,1,140,3,"low","M",6,4488
6276,"F","Road",7,5,133,5,"low","F",3,1544
600,"F","Ship",4,1,140,3,"medium","F",1,1464
5492,"F","Flight",4,4,196,5,"low","F",6,4258
6690,"F","Road",4,4,263,3,"medium","M",5,4193
3068,"F","Ship",5,5,180,4,"high","M",10,1200
555,"A","Flight",5,4,250,3,"low","F",11,3373
868,"B","Ship",4,3,261,3,"low","F",10,2802
5247,"A","Ship",5,2,121,5,"high","F",4,5833
4995,"A","Ship",3,3,269,3,"high","F",6,4260
9073,"D","Ship",5,4,137,2,"low","M",7,5338
8041,"D","Ship",4,5,226,5,"medium","M",8,1133
4438,"B","Ship",3,4,176,2,"low","F",10,4920
7259,"C","Flight",3,5,252,2,"low","M",2,4888
3087,"A","Ship",3,2,223,2,"low","M",64,3595
3094,"B","Ship",4,1,145,6,"low","M",32,1673
6166,"B","Flight",5,5,267,3,"medium","M",9,4775
4044,"F","Ship",3,3,185,3,"medium","F",10,4387
9016,"B","Road",4,3,141,2,"low","F",8,4331
3074,"F","Ship",5,3,270,3,"medium","M",38,3669
2173,"D","Road",2,3,255,3,"low","M",27,3484
1944,"F","Ship",4,4,224,2,"high","F",31,2084
6200,"F","Ship",5,2,280,4,"low","M",8,4539
8950,"B","Ship",5,1,241,3,"low","M",7,5342
9093,"A","Ship",5,3,270,5,"medium","F",8,1862
6960,"F","Ship",5,3,206,3,"low","F",1,4645
6697,"D","Road",3,4,151,4,"medium","F",1,4587
2311,"D","Road",4,3,223,10,"low","F",21,2943
2345,"C","Flight",4,3,210,3,"low","F",46,2344
1672,"B","Ship",3,2,192,3,"low","F",19,3183
488,"F","Ship",4,1,139,3,"low","F",56,1811
7016,"F","Ship",4,1,249,3,"low","M",4,5253
5631,"A","Flight",5,5,175,6,"medium","F",2,4995
187,"D","Ship",5,4,134,2,"medium","F",55,1386
975,"A","Flight",5,3,96,4,"medium","F",12,1655
807,"A","Road",3,1,145,4,"low","F",58,1751
9127,"D","Ship",5,1,140,8,"medium","M",7,5437
4462,"B","Ship",4,5,199,5,"medium","M",8,5669
6642,"F","Ship",5,5,135,2,"low","F",1,4324
4980,"F","Ship",4,5,227,2,"low","M",7,4414
126,"F","Road",3,3,203,2,"low","M",25,3607
4509,"A","Road",4,1,140,3,"low","M",4,5210
4317,"A","Ship",3,2,259,8,"high","M",3,4390
1151,"C","Ship",3,4,148,10,"high","F",12,1779
1395,"A","Ship",6,2,294,4,"low","M",57,1265
757,"D","Ship",4,5,195,5,"medium","F",10,3537
4735,"D","Ship",4,3,169,10,"medium","F",6,5106
7682,"F","Flight",5,3,254,2,"medium","F",5,4764
2835,"A","Ship",4,5,149,6,"medium","M",40,1974
2529,"A","Ship",2,3,139,8,"medium","M",21,1033
253,"D","Road",2,1,157,3,"low","M",58,1930
10897,"D","Ship",4,1,133,4,"low","F",10,5258
1453,"D","Ship",4,5,143,3,"low","F",48,1922
2850,"F","Ship",2,2,177,5,"low","M",36,1249
2890,"B","Flight",4,3,149,3,"medium","M",17,1990
7411,"D","Flight",6,4,290,4,"low","F",3,1544
7589,"C","Ship",3,1,220,4,"medium","M",7,5894
3256,"B","Ship",5,5,135,4,"medium","F",7,5765
5868,"F","Road",3,1,209,2,"low","M",6,5701
2047,"D","Road",5,2,262,6,"medium","M",10,3164
1377,"A","Flight",5,1,274,3,"medium","M",58,2098
10722,"F","Ship",5,1,234,5,"medium","M",8,1837
7685,"C","Flight",5,2,265,4,"low","F",7,4883
819,"A","Flight",3,4,262,2,"low","M",15,3287
4688,"F","Ship",5,5,236,3,"high","M",4,5724
8472,"F","Road",4,5,248,2,"medium","M",4,4789
8757,"A","Road",3,1,154,3,"medium","M",4,4631
7959,"A","Flight",6,2,293,4,"low","F",7,1477
1750,"B","Ship",3,1,174,4,"low","M",18,1072
9587,"C","Flight",4,5,265,2,"low","M",9,5040
2070,"F","Flight",3,4,190,10,"medium","F",32,2064
8349,"A","Road",6,1,278,4,"medium","M",6,1576
1007,"C","Ship",3,1,185,2,"medium","F",42,2803
8585,"C","Ship",3,2,154,10,"high","F",8,5811
4217,"C","Ship",3,5,194,4,"low","M",1,5534
2040,"F","Road",5,2,202,3,"medium","M",34,3885
5419,"D","Ship",5,5,209,2,"low","F",3,4348
7643,"C","Ship",5,2,134,4,"low","M",5,5090
2737,"D","Flight",3,3,191,4,"medium","F",17,3675
7709,"C","Ship",4,4,206,4,"medium","F",9,1074
467,"C","Ship",3,5,226,2,"medium","F",2,1043
6630,"F","Ship",2,5,180,6,"medium","F",7,4907
2734,"B","Road",4,5,254,3,"low","M",29,3885
5982,"F","Ship",4,2,170,6,"medium","M",10,4891
10494,"F","Ship",3,3,151,3,"low","M",9,5082
3246,"F","Ship",3,4,136,3,"medium","M",2,4524
6621,"A","Ship",5,5,230,3,"low","F",10,5163
3249,"A","Ship",4,3,148,3,"high","F",7,5034
4019,"C","Ship",3,5,160,3,"medium","F",1,5062
4774,"B","Road",6,3,274,6,"medium","F",1,4632
5901,"A","Flight",4,4,164,2,"low","M",7,5456
4699,"D","Ship",4,3,213,3,"low","F",2,5722
9527,"C","Ship",4,2,241,6,"medium","M",5,4880
10368,"F","Ship",5,5,135,3,"low","F",4,5734
7773,"A","Ship",4,3,197,4,"medium","M",9,4429
774,"F","Ship",3,2,137,3,"medium","F",23,1246
47,"C","Ship",3,4,169,4,"medium","F",32,1245
9259,"D","Ship",5,1,176,4,"low","F",1,4270
2524,"B","Ship",5,5,133,10,"medium","M",9,1724
2653,"D","Ship",3,3,158,3,"low","F",20,1431
1717,"D","Ship",6,1,222,5,"medium","M",26,3137
2935,"D","Ship",4,3,135,3,"low","F",15,1008
1263,"A","Ship",3,3,187,3,"low","F",63,2481
4157,"C","Ship",5,2,270,3,"medium","F",5,5950
10302,"F","Ship",4,1,228,3,"medium","M",4,5347
1340,"F","Ship",2,2,240,3,"low","M",53,2980
5615,"C","Flight",3,2,257,5,"low","M",5,4130
1268,"F","Ship",3,2,233,5,"low","M",44,2010
3055,"D","Ship",4,3,233,3,"medium","M",26,2624
5986,"B","Ship",4,3,184,8,"low","M",4,4686
1050,"F","Ship",6,5,237,5,"high","F",63,2573
10321,"D","Ship",3,4,273,3,"high","F",8,4530
10262,"F","Road",4,1,160,2,"medium","M",1,5741
3490,"B","Ship",3,1,244,4,"medium","M",6,4734
4356,"F","Ship",5,1,277,4,"low","M",2,5496
9218,"F","Ship",4,5,200,4,"medium","F",2,4947
1816,"B","Ship",3,3,191,3,"low","M",5,2007
7165,"D","Ship",5,4,225,5,"low","M",7,1476
4690,"B","Ship",3,3,157,3,"medium","M",10,4877
9191,"C","Flight",4,4,264,5,"low","M",3,1782
9100,"B","Ship",6,5,282,4,"low","M",5,1364
4695,"A","Ship",3,2,176,2,"low","F",2,5083
4534,"B","Flight",6,3,154,2,"high","M",7,4732
7906,"B","Ship",3,2,139,3,"medium","M",4,5531
3798,"F","Ship",4,2,182,3,"medium","M",7,4710
3109,"D","Ship",4,3,190,4,"medium","M",12,3115
4952,"F","Ship",5,4,250,2,"low","F",10,4277
3546,"F","Road",4,3,186,3,"low","M",7,5156
10920,"F","Ship",5,1,221,6,"medium","F",7,1841
1963,"D","Ship",2,1,165,4,"low","F",57,1881
9726,"F","Flight",4,1,152,5,"medium","M",8,5711
8643,"A","Flight",4,5,273,5,"low","M",2,1441
5805,"A","Ship",4,3,136,3,"low","F",7,5976
